kepid,koi_period,koi_time0bk,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_dor,koi_dor_err1,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
3028,0.93373716,132.46828,0.793,0.064,-0.551,5.015,0.215,145.0,11.5,0.04294,0.03595,-0.01755,1.14,0.21,50.85,1666.0,1811.1,1153.46,1.256,0.526,0.4341,4.245414,11.577681,16.0,1,1224.0,0.7109,5390.0,204.0,-185.0,4.479,0.096,0.852,0.16,-0.107,0.798,-0.061,0.0,FALSE POSITIVE
3029,2.42649862,133.70347,0.673,0.313,-0.459,2.014,0.251,29.2,2.7,1.06602,2.15942,-0.23976,0.75,0.16,84.42,1638.0,1705.27,1071.86,6.92,2.8,0.3354,3.5278382,13.972461,15.2,1,555.0,0.1572,6033.0,181.0,-181.0,4.176,0.234,1.316,0.267,-0.327,0.948,-0.098,0.0,FALSE POSITIVE
3030,17.40208965,141.93057,1.216,74.96,-4.039,3.745,0.22,617.0,34.9,0.05164,76.74487,-0.17532,16.37,0.72,82.56,422.0,7.49,1.34,9.39,4.7,0.6041,4.0797215,17.57639,20.9,1,76.0,0.8795,4098.0,82.0,-82.0,4.662,0.022,0.615,0.027,-0.029,0.634,-0.032,0.0,FALSE POSITIVE
3031,13.26079792,139.0988,0.22,0.25,-0.22,3.912,0.169,199.0,12.4,1.80709,0.27136,-0.70466,1.47,0.2,89.51,760.0,78.79,29.8,25.61,3.8,0.4695,4.787258,14.653385,17.6,2,97.0,0.5118,5478.0,82.0,-74.0,4.354,0.132,1.053,0.147,-0.147,0.914,-0.042,0.028,CONFIRMED
3032,12.4253812,141.5493,0.1583,0.3006,-0.1583,19.781,0.694,115.0,5.1,0.01375,0.00157,-0.00531,1.14,0.53,88.24,823.0,108.46,150.44,4.823,0.551,0.3807,5.389343,7.3641725,26.8,1,111.0,0.4679,5925.0,161.0,-197.0,4.412,0.071,1.066,0.495,-0.119,1.07,-0.13,0.0,FALSE POSITIVE
3033,11.94019101,136.55603,0.348,0.114,-0.348,2.866,0.163,632.0,45.7,3.80666,1.49488,-1.10919,1.86,0.24,89.35,625.0,35.99,16.45,30.6,12.0,0.5746,3.6904318,14.769549,15.6,1,111.0,0.7395,5073.0,168.0,-152.0,4.607,0.024,0.748,0.098,-0.049,0.856,-0.09,0.015,CONFIRMED
3034,2.17489806,134.11887,0.76,0.184,-0.516,4.599,0.212,74.8,3.1,0.06568,0.11656,-0.05123,1.08,0.17,72.6,1496.0,1187.26,472.47,2.54,1.1,0.4191,4.607633,20.843405,29.3,1,614.0,0.9985,5749.0,77.0,-77.0,4.323,0.115,1.15,0.174,-0.159,1.014,-0.058,0.0,FALSE POSITIVE
3035,6.49441464,132.25189,0.911,0.025,-0.707,2.344,0.103,357.0,23.6,0.42501,4.64416,-0.12722,1.75,0.12,84.68,732.0,68.05,18.62,9.82,4.9,0.627,3.8304286,14.789656,17.7,1,208.0,0.459,4769.0,141.0,-127.0,4.557,0.065,0.742,0.048,-0.071,0.724,-0.052,0.38,CONFIRMED
3036,94.212787,196.3636,0.001,64.0,-0.862,14.48,2.7,55700.0,1030.0,0.4741,4.65075,-0.46476,35.89,8.87,90.0,597.0,30.09,22.19,60.6,29.7,0.2722,198.2451,282.77557,112.3,4,15.0,0.0,6911.0,194.0,-242.0,4.038,0.406,1.501,0.371,-0.603,0.897,-0.063,0.0,FALSE POSITIVE
3037,47.4497134,173.4565,0.016,0.449,-0.016,10.675,0.377,206.0,13.4,0.34208,0.01801,-0.14532,1.61,0.28,89.97,551.0,21.82,10.34,34.4,1.8,0.3588,4.7789087,13.829741,16.9,2,24.0,0.2722,6007.0,108.0,-133.0,4.353,0.084,1.126,0.193,-0.128,1.042,-0.07,0.301,CONFIRMED
3038,4.29258258,131.77675,0.339,0.113,-0.339,3.069,0.17,370.0,26.6,1.11422,0.4316,-0.33623,1.87,0.56,88.11,1161.0,428.77,389.18,10.28,4.0,0.3147,4.4163,13.784205,16.1,1,263.0,0.3549,6137.0,191.0,-255.0,4.487,0.05,0.963,0.288,-0.096,1.038,-0.139,0.0,FALSE POSITIVE
3039,5.62978034,136.8349,0.08,0.374,-0.08,5.847,0.192,379.0,23.2,0.25024,0.02087,-0.09605,1.61,0.36,89.39,899.0,154.59,108.9,7.484,0.624,0.4603,3.4195058,13.255269,19.1,1,203.0,0.3232,5497.0,180.0,-197.0,4.57,0.027,0.839,0.188,-0.075,0.952,-0.11,0.0,FALSE POSITIVE
3040,370.91308,261.1884,0.3443,0.1107,-0.3442,17.655,0.788,270.0,20.8,0.49506,0.18877,-0.17802,1.74,0.66,89.95,266.0,1.18,1.31,153.3,58.4,0.3725,6.2135533,24.499257999999998,17.5,1,164.0,0.4679,5892.0,153.0,-171.0,4.386,0.097,1.054,0.397,-0.137,0.985,-0.109,0.0,FALSE POSITIVE
3041,20.4222447,146.9837,0.059,0.359,-0.059,6.22,0.119,189.0,5.8,0.73981,0.0403,-0.21891,1.78,0.31,89.87,785.0,89.74,42.9,25.36,1.4,0.3661,5.733502,26.788187,34.7,2,65.0,0.1254,6119.0,110.0,-135.0,4.274,0.115,1.299,0.225,-0.184,1.157,-0.102,0.783,CONFIRMED
3042,100.8276725,216.38757,0.676,0.233,-0.451,8.39,0.18,1780.0,49.8,0.71468,0.93456,-0.02839,4.35,0.43,89.47,364.0,4.16,1.18,72.7,31.7,0.5256,13.033024,30.88894,36.7,2,8.0,0.7547,5301.0,85.0,-74.0,4.391,0.13,0.977,0.096,-0.128,0.856,-0.033,0.002,CONFIRMED
3043,5.55260695,132.08428,1.174,14.19,-0.06,4.1178,0.083,728.0,14.1,0.02027,3.40788,-0.002,2674.69,757.0,68.53,6436.0,404932.04,329288.29,3.21,1.6,0.9389,158.3312,711.0138,60.7,1,114.0,0.9917,3306.0,81.0,-73.0,0.273,0.208,116.965,33.091,-22.061,0.935,-0.02,0.0,FALSE POSITIVE
3044,8.487871809,134.495278,0.941,0.037,-0.032,4.19829,0.00965,119000.0,313.0,1.5291,0.02333,-0.0243,46.24,12.8,87.0,798.0,96.0,82.28,17.991,0.274,0.4603,134.10583,829.4651,483.9,1,74.0,0.2737,5553.0,183.0,-183.0,4.558,0.032,0.855,0.237,-0.063,0.964,-0.113,0.0,FALSE POSITIVE
3045,19.55662003,189.04354,0.606,0.18,-0.41,8.087,0.052,299.0,3.1,0.17036,0.12556,-0.09089,2.45,0.12,87.7,797.0,95.35,17.77,15.1,5.6,0.3719,14.83938,82.66198,111.0,1,70.0,0.9117,5671.0,111.0,-51.0,4.094,0.033,1.36,0.065,-0.049,0.839,-0.014,0.771,CONFIRMED
3046,282.5363563,241.528666,1.227,0.197,-0.07,10.3088,0.0153,29200.0,40.0,1.06086,0.08115,-0.03906,70.53,20.1,89.57,360.0,3.98,3.37,164.8,12.6,0.2893,596.7433,906.7355,854.1,1,3.0,0.0247,6401.0,181.0,-250.0,4.175,0.214,1.41,0.402,-0.329,1.084,-0.145,0.0,FALSE POSITIVE
3047,1.031096352,133.93938,0.979,0.175,-0.054,2.781,0.171,265.0,10.2,0.03773,0.00224,-0.01023,2.36,0.8,40.38,2020.0,3954.46,3947.6,1.2847,0.0763,0.3147,4.0345764,16.354301,37.8,1,1040.0,0.9993,6371.0,176.0,-220.0,4.426,0.056,1.072,0.363,-0.121,1.117,-0.154,0.0,FALSE POSITIVE
3048,13.75207851,143.03241,0.836,0.068,-0.592,2.8831,0.0688,1220.0,37.2,1.11872,4.38268,-0.61536,2.81,0.27,87.86,556.0,22.57,7.64,22.4,11.0,0.6188,6.7218804,31.185875,36.8,1,98.0,0.567,4802.0,129.0,-144.0,4.616,0.032,0.699,0.068,-0.051,0.738,-0.066,0.799,CONFIRMED
3049,0.589753355,131.83147,0.318,0.15,-0.318,0.606,0.195,216.0,21.6,20.16463,14.70308,-18.91791,1.03,0.17,87.47,1760.0,2262.14,1161.09,7.18,2.6,0.398,4.2950253,7.9397616,12.4,1,1131.0,0.9539,5414.0,163.0,-163.0,4.648,0.03,0.678,0.108,-0.046,0.759,-0.074,0.0,FALSE POSITIVE
3050,13.84984567,141.64914,0.012,0.438,-0.012,7.2783,0.0849,84.6,2.6,0.31133,0.01922,-0.09109,1.45,0.07,89.95,977.0,214.98,29.68,14.67,0.906,0.3434,6.1208806,16.726513,35.2,2,94.0,0.2687,5919.0,62.0,-71.0,4.042,0.03,1.585,0.071,-0.079,1.009,-0.036,0.007,CONFIRMED
3051,0.790539912,131.87702,0.008,0.442,-0.008,1.0567,0.0519,277.0,11.7,5.99701,0.51195,-2.64805,1.24,0.07,89.92,1502.0,1200.65,288.54,5.83,0.498,0.6323,3.912206,19.927898,31.5,1,1690.0,1.0,4791.0,129.0,-143.0,4.541,0.07,0.767,0.043,-0.074,0.747,-0.053,0.0,FALSE POSITIVE
3052,35.6757453,145.00717,0.61,0.31,-0.39,7.381,0.234,471.0,25.7,0.41077,0.34658,-0.33657,3.02,0.51,88.84,671.0,47.96,23.0,30.2,12.8,0.3166,5.2633295,15.469929,18.5,4,38.0,0.9746,6157.0,123.0,-123.0,4.224,0.149,1.33,0.225,-0.225,1.08,-0.081,0.811,CONFIRMED
3053,12.4237327,133.9642,0.132,0.3478,-0.132,18.15,1.9,30.1,4.3,0.01766,0.00752,-0.00824,1.12,0.88,88.81,1057.0,294.63,746.39,5.24,2.2,0.4254,6.2135533,24.499257999999998,20.1,2,164.0,0.4679,5221.0,127.0,-116.0,3.72,0.821,2.067,1.636,-1.33,0.819,-0.102,0.034,FALSE POSITIVE
3054,203.250506,208.4914,0.336,0.127,-0.336,9.81,1.0,239.0,37.3,1.5917,7.63752,-1.41833,1.35,0.14,89.87,292.0,1.71,0.53,151.5,72.7,0.421,4.037198,7.603865,7.0,5,7.0,0.0478,5600.0,112.0,-100.0,4.455,0.102,0.872,0.088,-0.088,0.793,-0.035,0.184,FALSE POSITIVE
3055,1.224866441,133.20824,0.286,0.172,-0.286,1.7086,0.0841,196.0,10.9,1.93938,0.3196,-0.82171,1.54,0.23,86.94,1741.0,2174.33,833.59,5.358,0.883,0.4603,4.700383,18.573778,21.1,2,1094.0,0.912,5553.0,74.0,-74.0,4.32,0.137,1.107,0.161,-0.161,0.933,-0.043,0.002,CONFIRMED
3056,159.05846,209.213,0.7004,0.0138,-0.5359,10.08,2.4,194.0,34.0,0.51509,24.99657,-0.11238,1.54,0.64,89.38,376.0,4.73,5.74,88.3,43.7,0.299,6.2135533,24.499257999999998,6.3,1,164.0,0.4679,6365.0,158.0,-197.0,4.411,0.072,1.033,0.43,-0.113,1.002,-0.112,0.916,FALSE POSITIVE
3057,313.19875,340.9372,0.36,0.092,-0.36,8.603,0.69,721.0,100.0,3.66013,6.48193,-3.49494,1.95,0.28,89.92,216.0,0.51,0.24,267.0,118.0,0.4767,4.0706964,7.211609,9.6,1,4.0,0.8292,5254.0,158.0,-142.0,4.618,0.03,0.73,0.103,-0.06,0.816,-0.095,0.139,FALSE POSITIVE
3058,4.693305543,136.8627229,0.23,0.024,-0.03,5.17249,0.00775,14500.0,10.7,0.37183,0.00783,-0.00647,17.85,3.24,88.26,1389.0,881.73,440.8,7.565,0.159,0.3279,231.38123,2739.5085,1765.2,1,284.0,0.1394,6365.0,115.0,-140.0,4.22,0.099,1.47,0.267,-0.2,1.312,-0.113,0.0,FALSE POSITIVE
3059,214.3120439,336.330158,0.016,0.146,-0.015,16.2938,0.0251,4520.0,9.6,0.5002,0.00014,-0.02622,9.17,1.64,89.99,380.0,4.93,2.42,106.6907,0.0299,0.3031,128.51825,221.83395,562.8,1,6.0,0.6586,6471.0,116.0,-141.0,4.287,0.063,1.357,0.242,-0.138,1.303,-0.105,0.363,CONFIRMED
3060,0.5402463,131.5521,0.9411,0.0136,-0.6371,13.93,4.9,1150.0,421.0,0.00337,299.55292,-0.00049,6.2,4.92,88.01,3249.0,26335.17,69464.72,0.373,0.187,0.2351,14.6441765,10.776869,1.6,1,2480.0,0.4679,7296.0,226.0,-341.0,4.249,0.073,1.498,1.19,-0.22,1.45,-0.258,0.045,FALSE POSITIVE
3061,0.915782856,132.27591,1.209,6.658,-0.108,2.24,0.481,301.0,50.1,0.05771,17.75176,-0.01189,32.86,10.1,27.87,2307.0,6663.73,6046.45,1.368,0.683,0.3239,4.319622,21.636007,7.7,1,1419.0,0.9768,6318.0,177.0,-243.0,4.256,0.153,1.333,0.409,-0.273,1.168,-0.159,0.0,FALSE POSITIVE
3062,302.3886782,309.18675,1.134,0.306,-0.132,3.1229,0.0138,41300.0,171.0,57.09988,8.04275,-3.77454,40.73,3.42,89.9,238.0,0.76,0.21,651.1,91.7,0.5086,253.62091,420.6973,294.8,1,5.0,0.8444,5328.0,106.0,-106.0,4.499,0.066,0.857,0.072,-0.058,0.845,-0.044,0.0,FALSE POSITIVE
3063,9.06687613,134.75185,0.928,0.051,-0.627,3.381,0.169,367.0,28.7,0.15776,2.5074,-0.12867,1.9,0.21,83.96,725.0,65.52,26.88,8.82,4.4,0.49,3.4884226,13.246965,14.6,1,123.0,0.3675,5142.0,179.0,-179.0,4.515,0.088,0.789,0.086,-0.096,0.745,-0.057,0.002,CONFIRMED
3064,21.5262958,132.28787,0.804,0.008,-0.574,8.392,0.167,190.0,8.5,0.07303,0.21403,-0.00119,1.36,0.31,86.2,621.0,35.03,23.86,12.14,5.9,0.421,5.2418075,16.619741,23.4,3,61.0,0.7363,5607.0,152.0,-152.0,4.447,0.112,0.886,0.203,-0.119,0.8,-0.062,0.023,CONFIRMED
3065,1.020713389,132.20309,0.425,0.029,-0.425,0.873,0.156,102.0,13.5,10.04942,39.35179,-9.62066,0.9,0.26,87.03,1724.0,2079.36,1761.1,8.21,4.0,0.3728,3.0211103,8.138825,11.3,1,1314.0,1.0,5815.0,157.0,-157.0,4.52,0.06,0.87,0.251,-0.084,0.913,-0.101,0.0,FALSE POSITIVE
3066,21.6817115,137.009,0.27,0.168,-0.27,7.18,8.0,73.5,15.5,0.4531,0.1844,-0.34742,0.89,0.29,89.31,713.0,60.99,58.04,22.41,9.1,0.3147,4.16004,8.32201,6.9,1,64.0,0.5737,6297.0,169.0,-206.0,4.448,0.054,1.031,0.335,-0.112,1.084,-0.144,0.522,FALSE POSITIVE
3067,21.12752693,142.67722,0.157,0.302,-0.157,2.253,0.138,51.8,3.5,15.28992,4.47051,-6.18118,20.93,6.01,89.87,2349.0,7200.22,6493.61,71.2,20.8,0.8115,5.5341983,15.523944,18.4,1,64.0,0.4305,4024.0,141.0,-112.0,1.672,0.275,30.882,8.872,-9.858,1.636,-0.523,0.0,FALSE POSITIVE
3068,2.2430415,133.4408,0.147,0.313,-0.147,3.63,0.73,101.0,15.6,0.40304,0.06601,-0.39194,0.89,0.28,88.22,1344.0,770.18,720.68,4.75,0.778,0.3447,3.193462,7.389189,8.1,1,469.0,0.8356,5897.0,186.0,-206.0,4.531,0.037,0.891,0.274,-0.091,0.983,-0.132,0.021,FALSE POSITIVE
3069,49.78861301,175.192714,0.753,0.033,-0.044,7.41807,0.00716,219000.0,165.0,2.56065,0.02991,-0.0499,32.57,1.62,89.38,271.0,1.28,0.27,69.489,0.812,0.5081,943.51733,3280.7974,1566.8,1,27.0,0.3452,3892.0,86.0,-86.0,4.708,0.036,0.542,0.027,-0.035,0.546,-0.03,0.0,FALSE POSITIVE
3070,5.660669429,137.416045,0.477,0.002,-0.419,4.6483,0.0281,738.0,4.3,0.35934,0.16045,-0.02572,3.24,0.5,86.77,1115.0,365.53,159.35,8.47,3.8,0.3928,16.75932,178.65834,201.1,1,237.0,0.7293,5746.0,115.0,-103.0,4.266,0.162,1.173,0.178,-0.198,0.927,-0.052,0.0,CONFIRMED
3071,8.3606759,138.81934,0.259,0.215,-0.259,6.287,0.268,195.0,13.4,0.26798,0.04121,-0.11735,1.49,0.22,88.51,929.0,176.04,74.34,9.97,1.5,0.4096,4.9894986,12.588083,17.7,2,157.0,0.3963,5771.0,104.0,-115.0,4.374,0.105,1.068,0.161,-0.12,0.984,-0.065,0.0,FALSE POSITIVE
3072,3.84933401,134.43526,0.591,0.359,-0.369,2.299,0.157,504.0,44.3,1.55651,2.09379,-0.04544,2.12,0.62,86.83,1147.0,408.84,373.84,10.68,4.8,0.3447,4.256297,12.084565,13.6,1,225.0,0.3205,5984.0,210.0,-210.0,4.521,0.05,0.906,0.264,-0.088,0.993,-0.121,0.0,FALSE POSITIVE
3073,3.840130917,135.139765,0.872,0.987,-0.055,2.8951,0.0233,60400.0,276.0,1.22902,0.67347,-0.10295,33.44,9.95,84.92,1205.0,498.48,434.89,9.86,2.7,0.3511,362.63605,3879.8943,275.6,1,345.0,0.886,5931.0,160.0,-196.0,4.418,0.101,1.012,0.301,-0.151,0.981,-0.119,0.0,FALSE POSITIVE
3074,472.071079,310.7718,0.388,0.075,-0.388,5.759,0.648,253.0,53.5,17.18439,95.25835,-16.8025,2.01,0.17,89.96,268.0,1.22,0.3,587.0,271.0,0.3526,5.526179,7.266772,6.4,1,3.0,0.9985,6186.0,83.0,-74.0,4.358,0.02,1.253,0.109,-0.047,1.305,-0.046,0.098,FALSE POSITIVE
3075,2.316171991,132.311636,0.7,0.013,-0.012,4.03025,0.00119,251000.0,34.7,0.86703,0.01582,-0.00868,49.53,12.8,83.58,1288.0,651.03,482.78,6.265,0.114,0.3238,2073.9238,15679.817,2338.3,1,584.0,-1.0,5932.0,141.0,-177.0,4.58,0.033,0.795,0.206,-0.055,0.882,-0.096,0.0,FALSE POSITIVE
3076,0.962815183,132.21629,0.0916,0.372,-0.0915,2.581,0.231,20.7,2.0,0.5032,0.11742,-0.2461,1.12,0.29,88.24,3152.0,23331.88,17771.09,2.911,0.679,0.2804,7.06539,9.332012,12.1,2,918.0,0.4679,6638.0,189.0,-237.0,3.792,0.395,2.445,0.623,-1.085,1.349,-0.316,0.0,FALSE POSITIVE
3077,2.31169425,132.3203,0.628,0.245,-0.429,8.689,0.463,38.4,2.8,0.01989,0.00632,-0.00619,1.76,0.54,69.3,3178.0,24113.62,22695.98,1.778,0.565,0.2099,4.020757,9.385214,16.0,1,454.0,0.9653,9451.0,302.0,-378.0,3.97,0.247,2.679,0.826,-1.009,2.441,-0.738,0.0,FALSE POSITIVE
3078,91.9401253,134.3,0.025,0.403,-0.025,9.195,0.138,483.0,14.2,1.05759,0.02323,-0.34375,2.62,0.43,89.98,450.0,9.71,4.39,77.89,1.7,0.3661,9.047234,24.921076,34.4,7,12.0,0.263,5970.0,107.0,-131.0,4.317,0.11,1.2,0.195,-0.16,1.089,-0.08,0.075,CONFIRMED
3079,10.1955065,140.26643,0.5396,0.4392,-0.328,2.447,0.283,221.0,35.4,3.71819,5.16334,-1.14972,1.02,1.98,88.81,661.0,45.18,397.18,27.3,12.7,0.4177,6.2135533,24.499257999999998,7.0,1,164.0,0.4679,5182.0,156.0,-137.0,4.601,0.064,0.666,1.298,-0.059,0.646,-0.032,0.012,FALSE POSITIVE
3080,3.04463691,132.4477,0.322,0.131,-0.322,6.656,0.603,47.0,5.3,0.07974,0.01474,-0.07474,0.68,0.21,84.56,1321.0,721.48,667.68,3.393,0.627,0.3147,6.2044663,8.593861,10.4,1,445.0,0.6728,6181.0,175.0,-218.0,4.474,0.054,0.98,0.306,-0.102,1.042,-0.134,0.0,FALSE POSITIVE
3081,371.63327,296.9495,0.8185,0.1421,-0.5779,14.92,1.1,107.0,10.1,0.1965,0.90357,-0.17425,1.83,0.11,89.38,316.0,2.36,0.39,112.8,51.9,0.3746,6.2135533,24.499257999999998,15.2,4,164.0,0.4679,5802.0,60.0,-60.0,4.073,0.012,1.59,0.09,-0.07,1.08,-0.1,0.0,FALSE POSITIVE
3082,9.17858526,173.08746,0.582,0.294,-0.362,2.1945,0.044,797.0,18.4,4.44025,2.97132,-2.88855,2.3,0.52,88.77,753.0,76.14,52.19,27.04,9.0,0.4341,6.97199,44.101025,50.6,1,144.0,0.0356,5506.0,166.0,-166.0,4.584,0.036,0.788,0.176,-0.07,0.876,-0.102,0.041,CONFIRMED
3083,7.96431492,136.81646,0.189,0.289,-0.189,1.5342,0.0384,746.0,20.4,18.99927,2.54789,-6.40148,2.44,0.59,89.73,805.0,99.42,75.62,39.94,5.4,0.5256,6.420812,38.43388,44.3,1,168.0,0.0491,5185.0,170.0,-139.0,4.44,0.105,0.91,0.222,-0.12,0.831,-0.058,0.05,CONFIRMED
3084,5.25449393,132.55624,0.837,0.108,-0.597,3.078,0.197,169.0,14.6,0.29085,1.32126,-0.23589,1.41,0.38,83.61,975.0,213.25,170.17,7.52,3.4,0.4955,3.538901,10.598249,12.6,3,241.0,0.6144,5550.0,166.0,-183.0,4.5,0.046,0.954,0.252,-0.079,1.05,-0.113,0.218,CONFIRMED
3085,16.66216657,142.186468,7.444,66.78,-6.476,3.8762,0.0409,27400.0,286.0,9.55468,451.4642,-15.29654,843.45,281.0,81.76,834.0,114.41,108.82,52.0,25.8,0.2971,265.521,1759.6283,114.5,1,80.0,0.0032,6440.0,153.0,-192.0,4.38,0.068,1.169,0.389,-0.13,1.196,-0.152,0.0,FALSE POSITIVE
3086,2.544594443,135.040236,0.558,0.021,-0.02,3.21373,0.00717,349000.0,678.0,2.32644,0.02614,-0.0306,109.72,25.3,86.55,1608.0,1582.68,1150.13,9.269,0.104,0.4641,647.5465,5347.0596,608.9,1,214.0,-1.0,5503.0,183.0,-166.0,4.033,0.428,1.616,0.373,-0.692,1.026,-0.127,0.0,FALSE POSITIVE
3087,19.5906103,144.65969,0.529,0.012,-0.475,6.745,0.151,297.0,12.3,0.35276,0.26471,-0.01578,2.64,0.44,88.43,819.0,106.48,45.65,19.27,7.2,0.4046,4.410476,19.653181,24.9,3,64.0,0.8802,5794.0,78.0,-78.0,4.118,0.182,1.496,0.245,-0.299,1.072,-0.084,0.01,CONFIRMED
3088,1.739428983,354.889074,4.246,6.822,-1.239,2.4894,0.0256,5900.0,56.8,1.30666,12.00082,-0.65339,268.65,51.4,44.32,1268.0,612.49,396.89,5.93,2.9,0.421,31.474869,188.8726,130.0,1,653.0,0.5781,5415.0,206.0,-187.0,4.603,0.037,0.742,0.142,-0.065,0.806,-0.083,0.0,FALSE POSITIVE
3089,2.403640701,134.73065,0.918,0.033,-0.71,1.4012,0.0852,74.9,5.4,0.5729,7.77552,-0.36375,1.24,0.2,80.55,1489.0,1164.85,539.01,5.59,2.7,0.3661,3.4888303,15.105959,16.3,2,524.0,0.4825,5881.0,105.0,-117.0,4.315,0.115,1.171,0.196,-0.161,1.032,-0.067,0.221,CONFIRMED
3090,1.545388842,132.63059,0.341,0.136,-0.341,3.037,0.161,52.8,3.1,0.4138,0.10031,-0.14762,0.56,0.13,84.77,1421.0,964.53,610.63,3.738,0.906,0.3556,3.907181,15.39199,20.6,1,691.0,0.836,5782.0,138.0,-155.0,4.594,0.036,0.767,0.168,-0.056,0.869,-0.096,0.0,FALSE POSITIVE
3091,0.93374894,131.526,0.457,0.028,-0.457,4.637,0.67,226.0,40.6,0.08306,0.53757,-0.05318,0.18,0.0,73.02,433.0,8.36,0.0,1.564,0.779,0.3573,3.464341,8.501308,9.3,1,1409.0,0.163,2661.0,0.0,0.0,5.283,0.0,0.116,0.0,0.0,0.094,0.0,0.0,FALSE POSITIVE
3092,0.93373458,131.53478,0.574,0.299,-0.574,4.364,0.784,128.0,10.9,0.08201,0.06447,-0.04878,0.93,0.18,68.36,1573.0,1446.48,902.3,1.558,0.612,0.5086,3.4848468,12.076894,27.8,1,699.0,0.2418,5335.0,185.0,-185.0,4.577,0.03,0.804,0.153,-0.061,0.891,-0.096,0.0,FALSE POSITIVE
3093,1.703359172,132.46185,0.152,0.312,-0.152,1.914,0.125,57.6,4.9,2.04461,0.5637,-0.84913,0.69,0.21,88.72,1525.0,1284.58,1116.26,6.79,1.9,0.3342,3.5878737,11.803434,13.9,1,788.0,0.2707,6026.0,162.0,-180.0,4.503,0.065,0.904,0.268,-0.089,0.949,-0.117,0.0,FALSE POSITIVE
3094,2.248063246,132.75441,1.225,0.964,-0.161,5.1297,0.0709,632.0,8.4,0.01244,0.03856,-0.00273,30.38,10.4,34.85,1566.0,1421.38,1383.44,1.492,0.661,0.3239,10.962096,43.34529,87.9,1,475.0,0.6305,6325.0,149.0,-205.0,4.409,0.056,1.112,0.379,-0.126,1.157,-0.156,0.0,FALSE POSITIVE
3095,11.9613085,131.9131819,0.616,0.008,-0.006,4.6414,0.00238,311000.0,110.0,3.26747,0.03275,-0.02566,51.58,9.86,88.79,696.0,55.37,32.01,29.128,0.292,0.421,1302.4742,8292.623,1907.8,1,0.0,-1.0,5564.0,150.0,-167.0,4.587,0.04,0.785,0.15,-0.064,0.878,-0.109,0.0,FALSE POSITIVE
3096,0.50818743,131.63064,0.779,0.175,-0.504,3.433,0.151,54.9,2.8,0.10717,0.04884,-0.02632,1.26,0.49,46.66,3274.0,27312.92,30792.63,1.135,0.517,0.2349,5.095219,12.54859,29.1,1,2643.0,0.9814,7141.0,195.0,-335.0,4.243,0.06,1.56,0.596,-0.199,1.558,-0.214,0.02,FALSE POSITIVE
3097,4.14451656,135.92831,0.004,0.471,-0.003,2.3421,0.0984,392.0,19.8,2.87358,0.16056,-1.29249,1.48,0.05,89.99,864.0,132.08,17.05,13.767,0.769,0.6385,4.527273,18.548983,22.8,2,316.0,0.2616,4768.0,76.0,-85.0,4.536,0.056,0.779,0.023,-0.049,0.759,-0.027,0.997,CONFIRMED
3098,0.466743525,133.971123,1.186,0.774,-0.082,1.3956,0.0216,796.0,8.3,0.23581,0.58395,-0.03705,20.43,5.94,31.79,2197.0,5480.92,4670.25,1.395,0.691,0.3858,3.8772557,8.796906,103.6,1,1428.0,0.9941,5791.0,155.0,-172.0,4.549,0.036,0.856,0.249,-0.083,0.946,-0.12,0.0,FALSE POSITIVE
3099,10.80487163,134.09498,0.207,0.264,-0.206,2.7215,0.0901,293.0,12.4,4.44932,0.51433,-1.64181,1.71,0.51,89.61,857.0,127.84,111.04,30.17,3.5,0.3511,5.1119256,24.561169,27.4,1,123.0,0.1726,6092.0,168.0,-210.0,4.471,0.052,0.998,0.294,-0.105,1.074,-0.153,0.0,FALSE POSITIVE
3100,46.1842039,165.23729,0.013,0.415,-0.013,4.758,0.13,1390.0,56.4,3.99779,0.24735,-1.29928,1.83,0.12,89.99,273.0,1.32,0.29,76.67,4.7,0.2365,6.2605453,18.020908,26.0,4,25.0,0.8358,3950.0,70.0,-86.0,4.754,0.042,0.493,0.033,-0.04,0.502,-0.038,0.006,CONFIRMED
3101,5.841636615,135.92315,0.026,0.405,-0.026,1.8734,0.0467,1340.0,37.0,8.25995,0.55467,-2.5502,1.38,0.17,89.94,446.0,9.38,3.49,24.61,1.7,0.3402,8.321685,33.209076,41.1,5,178.0,0.9729,3526.0,71.0,-78.0,4.866,0.066,0.383,0.048,-0.058,0.394,-0.067,0.789,CONFIRMED
3102,2.711504086,170.03417,0.023,0.405,-0.023,3.0099,0.0423,838.0,14.5,0.91618,0.03683,-0.26031,3.12,1.02,89.81,1420.0,960.79,931.74,7.088,0.285,0.3288,6.3430967,48.726124,64.5,2,494.0,0.228,6214.0,174.0,-239.0,4.442,0.054,1.076,0.353,-0.118,1.169,-0.173,0.0,CONFIRMED
